boardtime,winddir,windspeed,humidity,tempf,pressure,batt_lvl,light,gpsfix,numsats,hdop,age,year,month,day,hour,min,second,hundredth,lat,lon
3291,10,13.44346,52.23,-1766.199951171,0.00,4.41,3.11,,,,,,,,,,,,
3674,8,13.44346,52.22,74.750000000,98817.50,4.39,3.11,,,,,,,,,,,,
4052,8,13.44346,52.19,74.862503051,98825.25,4.37,3.12,,,,,,,,,,,,
4500,8,13.44346,52.18,74.974998474,98825.25,4.39,3.12,,,,,,,,,,,,
5035,9,13.44346,52.20,74.974998474,98824.75,4.37,3.12,,,,,,,,,,,,
5579,9,13.44346,52.18,74.862503051,98822.00,4.42,3.11,,,,,,,,,,,,
6181,9,13.44346,52.05,74.974998474,98828.25,4.41,3.11,,,,,,,,,,,,
6638,9,13.44346,52.09,74.974998474,98830.00,4.41,3.12,,,,,,,,,,,,
7245,9,13.44346,52.12,74.974998474,98832.75,4.39,3.12,,,,,,,,,,,,
7691,9,13.44346,51.99,74.862503051,98830.25,4.41,3.12,,,,,,,,,,,,
8259,9,0.00000,51.93,74.974998474,98835.00,4.39,3.12,,,,,,,,,,,,
8752,9,0.00000,51.96,74.974998474,98834.25,4.39,3.12,,,,,,,,,,,,
9305,9,0.00000,52.04,74.974998474,98837.25,4.39,3.11,,,,,,,,,,,,
9800,9,0.00000,51.97,74.974998474,98839.00,4.41,3.12,,,,,,,,,,,,
10340,9,0.00000,51.99,74.974998474,98841.00,4.40,3.12,,,,,,,,,,,,
10884,9,0.00000,52.01,74.974998474,98840.50,4.39,3.12,,,,,,,,,,,,
11419,9,0.00000,52.02,74.974998474,98843.25,4.39,3.12,,,,,,,,,,,,
11963,9,0.00000,52.03,74.974998474,98846.75,4.39,3.12,,,,,,,,,,,,
12498,9,0.00000,51.96,74.974998474,98847.00,4.38,3.12,,,,,,,,,,,,
13043,9,0.00000,51.92,74.974998474,98848.00,4.39,3.11,,,,,,,,,,,,
13580,9,0.00000,51.97,74.974998474,98846.75,4.37,3.12,,,,,,,,,,,,
14197,9,0.00000,51.95,74.862503051,98842.75,4.39,3.11,,,,,,,,,,,,
14678,9,0.00000,51.92,74.974998474,98851.75,4.39,3.12,,,,,,,,,,,,
15171,9,0.00000,51.94,74.974998474,98851.50,4.41,3.12,,,,,,,,,,,,
15717,9,0.00000,52.01,74.974998474,98852.00,4.37,3.12,,,,,,,,,,,,
16211,9,0.00000,52.03,74.974998474,98846.75,4.41,3.12,,,,,,,,,,,,
16748,9,0.00000,52.04,74.974998474,98848.50,4.37,3.12,,,,,,,,,,,,
17757,,,,,,,,0,,,,,,,,,,,,
17892,9,0.00000,52.07,74.862503051,98842.50,4.41,3.12,,,,,,,,,,,,
18425,9,0.00000,52.00,74.862503051,98849.25,4.37,3.12,,,,,,,,,,,,
18926,9,0.00000,51.95,74.862503051,98846.25,4.40,3.12,,,,,,,,,,,,
19461,9,0.00000,51.85,74.974998474,98842.00,4.39,3.12,,,,,,,,,,,,
20007,9,0.00000,51.58,74.974998474,98841.75,4.41,3.12,,,,,,,,,,,,
20617,9,0.00000,51.24,74.974998474,98840.75,4.39,3.11,,,,,,,,,,,,
21084,9,0.00000,50.95,74.974998474,98837.00,4.41,3.12,,,,,,,,,,,,
21649,9,0.00000,50.77,74.974998474,98842.00,4.39,3.12,,,,,,,,,,,,
22144,10,0.00000,50.66,74.974998474,98841.50,4.41,3.12,,,,,,,,,,,,
22694,9,0.00000,50.60,75.087501525,98839.75,4.41,3.12,,,,,,,,,,,,
23188,9,0.00000,50.51,75.087501525,98841.75,4.38,3.12,,,,,,,,,,,,
23736,9,0.00000,50.51,75.087501525,98841.50,4.39,3.12,,,,,,,,,,,,
24228,9,0.00000,50.63,75.087501525,98839.00,4.39,3.12,,,,,,,,,,,,
24765,10,0.00000,50.78,75.087501525,98839.00,4.37,3.12,,,,,,,,,,,,
25310,10,0.00000,50.93,75.087501525,98837.75,4.38,3.12,,,,,,,,,,,,
25845,10,0.00000,51.01,75.087501525,98834.50,4.37,3.12,,,,,,,,,,,,
26388,10,0.00000,51.04,75.087501525,98837.75,4.41,3.12,,,,,,,,,,,,
26931,10,0.00000,51.06,75.087501525,98839.00,4.41,3.12,,,,,,,,,,,,
27472,10,0.00000,51.04,75.087501525,98836.75,4.41,3.12,,,,,,,,,,,,
28020,10,0.00000,51.11,75.087501525,98833.75,4.39,3.12,,,,,,,,,,,,
28645,9,0.00000,51.30,75.087501525,98837.00,4.42,3.12,,,,,,,,,,,,
29107,10,0.00000,51.43,75.087501525,98831.50,4.39,3.12,,,,,,,,,,,,
29673,10,0.00000,51.64,75.087501525,98832.50,4.39,3.12,,,,,,,,,,,,
30157,10,0.00000,51.76,75.087501525,98833.75,4.37,3.12,,,,,,,,,,,,
30712,10,0.00000,51.85,75.087501525,98831.25,4.42,3.12,,,,,,,,,,,,
31246,10,0.00000,51.84,75.087501525,98834.00,4.37,3.12,,,,,,,,,,,,
31794,10,0.00000,51.86,75.087501525,98831.25,4.41,3.12,,,,,,,,,,,,
32812,,,,,,,,0,,,,,,,,,,,,
33056,10,0.00000,51.87,74.974998474,98829.25,4.40,3.12,,,,,,,,,,,,
33591,10,0.00000,51.83,74.974998474,98833.75,4.39,3.12,,,,,,,,,,,,
34138,10,0.00000,51.64,75.087501525,98834.50,4.40,3.12,,,,,,,,,,,,
34752,10,0.00000,51.67,75.087501525,98828.75,4.38,3.12,,,,,,,,,,,,
35175,10,0.00000,51.78,75.087501525,98830.75,4.40,3.13,,,,,,,,,,,,
