    TIME       CBIT        CBIT2
 [HRS UTC]                      

  17.75111     400000     1c0000
  17.75139     400000     1c0000
  17.75167     400000     1c0000
  17.75194     400000     1c0000
  17.75222     400000     1c0000
  17.75250     400000     1c0000
  17.75278     400000     1c0000
  17.75306     400000     1c0000
  17.75333     400000     1c0000
  17.75361     400000     1c0000
  17.75389     400000     1c0000
  17.75417     400000     1c0000
  17.75444     400000     1c0000
  17.75472     400000     1c0000
  17.75500     400000     1c0000
  17.75528     400000     1c0000
  17.75556     400000     1c0000
  17.75583     400000     1c0000
  17.75611     400000     1c0000
  17.75639     400000     1c0000
  17.75667     400000     1c0000
  17.75694     400000     1c0000
  17.75722     400000     1c0000
  17.75750     400000     1c0000
  17.75778     400000     1c0000
  17.75805     400000     1c0000
  17.75833     400000     1c0000
  17.75833     400000     1c0000
  17.75917     400000     1c0000
  17.76028     400000     1c0000
  17.76056     400000     1c0000
  17.76056     400000     1c0000
  17.76167     400000     1c0000
  17.76194     400000     1c0000
  17.76222     400000     1c0000
  17.76250     400000     1c0000
  17.76278     400000     1c0000
  17.76306     400000     1c0000
  17.76333     400000     1c0000
  17.76361     400000     1c0000
  17.76389     400000     1c0000
  17.76417     400000     1c0000
  17.76444     400000     1c0000
  17.76472     400000     1c0000
  17.76500     400000     1c0000
  17.76528     400000     1c0000
  17.76556     400000     1c0000
  17.76583     400000     1c0000
  17.76611     400000     1c0000
  17.76639     400000     1c0000
  17.76667     400000     1c0000
  17.76694     400000     1c0000
  17.76722     400000     1c0000
  17.76750     400000     1c0000
  17.76778     400000     1c0000
  17.76805     400000     1c0000
  17.76833     400000     1c0000
  17.76861     400000     1c0000
  17.76889     400000     1c0000
  17.76917     400000     1c0000
  17.76944     400000     1c0000
  17.76972     400000     1c0000
  17.77000     400000     1c0000
  17.77028     400000     1c0000
  17.77056     400000     1c0000
  17.77083     400000     1c0000
  17.77111     400000     1c0000
  17.77139     400000     1c0000
  17.77167     400000     1c0000
  17.77194     400000     1c0000
  17.77222     400000     1c0000
  17.77250     400000     1c0000
  17.77278     400000     1c0000
  17.77306     400000     1c0000
  17.77333     400000     1c0000
  17.77361     400000     1c0000
  17.77389     400000     1c0000
